Date,old_column,Column,Age_Range,Cases,Daily Cases,Diff
2021-04-06,RequiringICUCovidCases,Requiring Covid Cases,,1487,2.0,0.0
2021-04-06,ConfirmedCovidCases,Confirmed Covid Cases,,443,NaN,123.0
2021-04-06,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,238907,NaN,441.0
2021-04-06,HospitalisedAged35to44,Hospitalised Aged,35-44,1085,1.0,-1.0
2021-04-06,HospitalisedAged5to14,Hospitalised Aged,5-14,133,0.0,0.0
2021-04-06,HospitalisedAged55to64,Hospitalised Aged,55-64,1928,0.0,-3.0
2021-04-06,Male,Male,,113682,164.0,-85.0
2021-04-06,HospitalisedCovidCases,Hospitalised Covid Cases,,13912,13.0,2.0
2021-04-06,HospitalisedAged15to24,Hospitalised Aged,15-24,539,0.0,-1.0
2021-04-06,HospitalisedAged5,Hospitalised Aged,1-4,171,0.0,0.0
2021-04-06,Aged55to64,Aged,55-64,26467,19.0,-23.0
2021-04-06,HospitalisedAged45to54,Hospitalised Aged,45-54,1572,4.0,3.0
2021-04-06,HospitalisedAged25to34,Hospitalised Aged,25-34,886,4.0,3.0
2021-04-06,Female,Female,,124672,153.0,-51.0
2021-04-06,Aged15to24,Aged,15-24,41752,59.0,-27.0
2021-04-07,HospitalisedAged75to84,Hospitalised Aged,75-84,3117,2.0,-1.0
2021-04-07,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,239325,NaN,418.0
2021-04-07,Aged55to64,Aged,55-64,26499,32.0,13.0
2021-04-07,HospitalisedAged25to34,Hospitalised Aged,25-34,888,2.0,-2.0
2021-04-07,RequiringICUCovidCases,Requiring Covid Cases,,1489,2.0,0.0
2021-04-07,HospitalisedCovidCases,Hospitalised Covid Cases,,13921,9.0,-4.0
2021-04-07,Female,Female,,124875,203.0,50.0
2021-04-07,Male,Male,,113922,240.0,76.0
2021-04-07,HospitalisedAged5to14,Hospitalised Aged,5-14,133,0.0,0.0
2021-04-07,HospitalisedAged35to44,Hospitalised Aged,35-44,1085,0.0,-1.0
2021-04-07,HospitalisedAged5,Hospitalised Aged,1-4,171,0.0,0.0
2021-04-07,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,239325,NaN,418.0
2021-04-07,ConfirmedCovidCases,Confirmed Covid Cases,,423,NaN,-20.0
2021-04-07,HospitalisedAged15to24,Hospitalised Aged,15-24,539,0.0,0.0
2021-04-07,Aged15to24,Aged,15-24,41821,69.0,10.0
2021-04-07,Unknown,Unknown,,24,0.0,0.0
2021-04-07,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-07,Aged85up,Aged,85+,7534,0.0,-1.0
2021-04-07,Aged45to54,Aged,45-54,35378,51.0,14.0
2021-04-07,Aged35to44,Aged,35-44,38607,79.0,20.0
2021-04-07,Aged65to74,Aged,65-74,13205,20.0,12.0
2021-04-07,Aged75to84,Aged,75-84,9872,6.0,0.0
2021-04-07,Median_Age,Median Age,,31,1.0,3.0
2021-04-07,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28439,11.0,5.0
2021-04-07,HospitalisedAged55to64,Hospitalised Aged,55-64,1929,1.0,1.0
2021-04-07,Aged5to14,Aged,5-14,16350,91.0,41.0
2021-04-07,Aged1to4,Aged,1-4,7383,26.0,6.0
2021-04-07,HospitalisedAged65to74,Hospitalised Aged,65-74,2473,2.0,1.0
2021-04-07,HospitalisedAged85up,Hospitalised Aged,85+,2008,0.0,0.0
2021-04-07,Aged25to34,Aged,25-34,42130,69.0,11.0
2021-04-07,HospitalisedAged45to54,Hospitalised Aged,45-54,1574,2.0,-2.0
2021-04-08,Aged1to4,Aged,1-4,7411,28.0,2.0
2021-04-08,Unknown,Unknown,,24,0.0,0.0
2021-04-08,HospitalisedAged25to34,Hospitalised Aged,25-34,892,4.0,2.0
2021-04-08,HospitalisedAged45to54,Hospitalised Aged,45-54,1582,8.0,6.0
2021-04-08,RequiringICUCovidCases,Requiring Covid Cases,,1490,1.0,-1.0
2021-04-08,Aged25to34,Aged,25-34,42192,62.0,-7.0
2021-04-08,Aged45to54,Aged,45-54,35423,45.0,-6.0
2021-04-08,Aged55to64,Aged,55-64,26535,36.0,4.0
2021-04-08,HospitalisedAged65to74,Hospitalised Aged,65-74,2477,4.0,2.0
2021-04-08,ConfirmedCovidCases,Confirmed Covid Cases,,400,NaN,-23.0
2021-04-08,Aged85up,Aged,85+,7536,2.0,2.0
2021-04-08,Male,Male,,114139,217.0,-23.0
2021-04-08,HospitalisedCovidCases,Hospitalised Covid Cases,,13956,35.0,26.0
2021-04-08,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-08,Female,Female,,125077,202.0,-1.0
2021-04-08,HospitalisedAged5to14,Hospitalised Aged,5-14,133,0.0,0.0
2021-04-08,HospitalisedAged5,Hospitalised Aged,1-4,171,0.0,0.0
2021-04-08,HospitalisedAged55to64,Hospitalised Aged,55-64,1934,5.0,4.0
2021-04-08,Aged5to14,Aged,5-14,16428,78.0,-13.0
2021-04-08,HospitalisedAged35to44,Hospitalised Aged,35-44,1088,3.0,3.0
2021-04-08,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28454,15.0,4.0
2021-04-08,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,239723,NaN,398.0
2021-04-08,HospitalisedAged85up,Hospitalised Aged,85+,2010,2.0,2.0
2021-04-08,Aged15to24,Aged,15-24,41893,72.0,3.0
2021-04-08,HospitalisedAged75to84,Hospitalised Aged,75-84,3125,8.0,6.0
2021-04-08,Aged65to74,Aged,65-74,13222,17.0,-3.0
2021-04-08,HospitalisedAged15to24,Hospitalised Aged,15-24,540,1.0,1.0
2021-04-08,Aged35to44,Aged,35-44,38673,66.0,-13.0
2021-04-08,Aged75to84,Aged,75-84,9885,13.0,7.0
2021-04-08,Median_Age,Median Age,,30,-1.0,-2.0
2021-04-08,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,239723,NaN,398.0
2021-04-09,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-09,ConfirmedCovidCases,Confirmed Covid Cases,,473,NaN,73.0
2021-04-09,Aged15to24,Aged,15-24,41944,51.0,-21.0
2021-04-09,Unknown,Unknown,,24,0.0,0.0
2021-04-09,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,240192,NaN,469.0
2021-04-09,HospitalisedAged15to24,Hospitalised Aged,15-24,540,0.0,-1.0
2021-04-09,HospitalisedAged5to14,Hospitalised Aged,5-14,134,1.0,1.0
2021-04-09,Aged1to4,Aged,1-4,7437,26.0,-2.0
2021-04-09,HospitalisedAged35to44,Hospitalised Aged,35-44,1090,2.0,-1.0
2021-04-09,HospitalisedCovidCases,Hospitalised Covid Cases,,13974,18.0,-17.0
2021-04-09,Female,Female,,125267,190.0,-12.0
2021-04-09,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28466,12.0,-3.0
2021-04-09,HospitalisedAged85up,Hospitalised Aged,85+,2013,3.0,1.0
2021-04-09,HospitalisedAged75to84,Hospitalised Aged,75-84,3128,3.0,-5.0
2021-04-09,Aged65to74,Aged,65-74,13233,11.0,-6.0
2021-04-09,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,240192,NaN,469.0
2021-04-09,HospitalisedAged25to34,Hospitalised Aged,25-34,895,3.0,-1.0
2021-04-09,HospitalisedAged55to64,Hospitalised Aged,55-64,1937,3.0,-2.0
2021-04-09,Aged35to44,Aged,35-44,38762,89.0,23.0
2021-04-09,Median_Age,Median Age,,35,5.0,6.0
2021-04-09,Aged55to64,Aged,55-64,26569,34.0,-2.0
2021-04-09,Aged5to14,Aged,5-14,16472,44.0,-34.0
2021-04-09,Aged25to34,Aged,25-34,42265,73.0,11.0
2021-04-09,HospitalisedAged5,Hospitalised Aged,1-4,172,1.0,1.0
2021-04-09,Aged45to54,Aged,45-54,35477,54.0,9.0
2021-04-09,HospitalisedAged45to54,Hospitalised Aged,45-54,1582,0.0,-8.0
2021-04-09,HospitalisedAged65to74,Hospitalised Aged,65-74,2479,2.0,-2.0
2021-04-09,Aged75to84,Aged,75-84,9894,9.0,-4.0
2021-04-09,Male,Male,,114343,204.0,-13.0
2021-04-09,Aged85up,Aged,85+,7539,3.0,1.0
2021-04-09,RequiringICUCovidCases,Requiring Covid Cases,,1492,2.0,1.0
2021-04-10,HospitalisedAged15to24,Hospitalised Aged,15-24,541,1.0,1.0
2021-04-10,Aged85up,Aged,85+,7540,1.0,-2.0
2021-04-10,Aged1to4,Aged,1-4,7458,21.0,-5.0
2021-04-10,Unknown,Unknown,,24,0.0,0.0
2021-04-10,Aged65to74,Aged,65-74,13249,16.0,5.0
2021-04-10,Aged5to14,Aged,5-14,16556,84.0,40.0
2021-04-10,Female,Female,,125512,245.0,55.0
2021-04-10,Median_Age,Median Age,,29,-6.0,-11.0
2021-04-10,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-10,Aged45to54,Aged,45-54,35529,52.0,-2.0
2021-04-10,ConfirmedCovidCases,Confirmed Covid Cases,,455,NaN,-18.0
2021-04-10,Aged25to34,Aged,25-34,42346,81.0,8.0
2021-04-10,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,240643,NaN,451.0
2021-04-10,RequiringICUCovidCases,Requiring Covid Cases,,1497,5.0,3.0
2021-04-10,Aged55to64,Aged,55-64,26601,32.0,-2.0
2021-04-10,HospitalisedAged85up,Hospitalised Aged,85+,2014,1.0,-2.0
2021-04-10,Male,Male,,114564,221.0,17.0
2021-04-10,HospitalisedAged25to34,Hospitalised Aged,25-34,899,4.0,1.0
2021-04-10,HospitalisedAged55to64,Hospitalised Aged,55-64,1940,3.0,0.0
2021-04-10,HospitalisedCovidCases,Hospitalised Covid Cases,,13994,20.0,2.0
2021-04-10,Aged35to44,Aged,35-44,38840,78.0,-11.0
2021-04-10,HospitalisedAged5to14,Hospitalised Aged,5-14,134,0.0,-1.0
2021-04-10,HospitalisedAged65to74,Hospitalised Aged,65-74,2482,3.0,1.0
2021-04-10,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28482,16.0,4.0
2021-04-10,Aged15to24,Aged,15-24,42038,94.0,43.0
2021-04-10,HospitalisedAged5,Hospitalised Aged,1-4,172,0.0,-1.0
2021-04-10,Aged75to84,Aged,75-84,9901,7.0,-2.0
2021-04-10,HospitalisedAged35to44,Hospitalised Aged,35-44,1091,1.0,-1.0
2021-04-10,HospitalisedAged45to54,Hospitalised Aged,45-54,1584,2.0,2.0
2021-04-10,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,240643,NaN,451.0
2021-04-10,HospitalisedAged75to84,Hospitalised Aged,75-84,3133,5.0,2.0
2021-04-11,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-11,HospitalisedAged75to84,Hospitalised Aged,75-84,3138,5.0,0.0
2021-04-11,HospitalisedAged25to34,Hospitalised Aged,25-34,899,0.0,-4.0
2021-04-11,Aged55to64,Aged,55-64,26631,30.0,-2.0
2021-04-11,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28501,19.0,3.0
2021-04-11,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,240945,NaN,302.0
2021-04-11,HospitalisedAged5,Hospitalised Aged,1-4,173,1.0,1.0
2021-04-11,Aged5to14,Aged,5-14,16624,68.0,-16.0
2021-04-11,HospitalisedAged65to74,Hospitalised Aged,65-74,2488,6.0,3.0
2021-04-11,Aged65to74,Aged,65-74,13266,17.0,1.0
2021-04-11,Female,Female,,125750,238.0,-7.0
2021-04-11,HospitalisedAged15to24,Hospitalised Aged,15-24,543,2.0,1.0
2021-04-11,Male,Male,,114780,216.0,-5.0
2021-04-11,Aged85up,Aged,85+,7543,3.0,2.0
2021-04-11,HospitalisedAged55to64,Hospitalised Aged,55-64,1943,3.0,0.0
2021-04-11,Aged15to24,Aged,15-24,42135,97.0,3.0
2021-04-11,HospitalisedCovidCases,Hospitalised Covid Cases,,14021,27.0,7.0
2021-04-11,ConfirmedCovidCases,Confirmed Covid Cases,,303,NaN,-152.0
2021-04-11,Unknown,Unknown,,25,1.0,1.0
2021-04-11,Aged1to4,Aged,1-4,7477,19.0,-2.0
2021-04-11,HospitalisedAged35to44,Hospitalised Aged,35-44,1092,1.0,0.0
2021-04-11,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,240945,NaN,302.0
2021-04-11,Aged45to54,Aged,45-54,35578,49.0,-3.0
2021-04-11,Aged75to84,Aged,75-84,9907,6.0,-1.0
2021-04-11,Aged25to34,Aged,25-34,42424,78.0,-3.0
2021-04-11,Aged35to44,Aged,35-44,38928,88.0,10.0
2021-04-11,Median_Age,Median Age,,30,1.0,7.0
2021-04-11,HospitalisedAged85up,Hospitalised Aged,85+,2017,3.0,2.0
2021-04-11,RequiringICUCovidCases,Requiring Covid Cases,,1501,4.0,-1.0
2021-04-11,HospitalisedAged5to14,Hospitalised Aged,5-14,135,1.0,1.0
2021-04-11,HospitalisedAged45to54,Hospitalised Aged,45-54,1589,5.0,3.0
2021-04-12,Female,Female,,125885,135.0,-103.0
2021-04-12,Aged5to14,Aged,5-14,16670,46.0,-22.0
2021-04-12,Male,Male,,114947,167.0,-49.0
2021-04-12,HospitalisedAged5,Hospitalised Aged,1-4,173,0.0,-1.0
2021-04-12,Aged45to54,Aged,45-54,35611,33.0,-16.0
2021-04-12,HospitalisedAged45to54,Hospitalised Aged,45-54,1590,1.0,-4.0
2021-04-12,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,241330,NaN,385.0
2021-04-12,HospitalisedAged85up,Hospitalised Aged,85+,2017,0.0,-3.0
2021-04-12,HospitalisedAged75to84,Hospitalised Aged,75-84,3139,1.0,-4.0
2021-04-12,Aged15to24,Aged,15-24,42182,47.0,-50.0
2021-04-12,HospitalisedAged35to44,Hospitalised Aged,35-44,1099,7.0,6.0
2021-04-12,Aged1to4,Aged,1-4,7498,21.0,2.0
2021-04-12,HospitalisedAged5to14,Hospitalised Aged,5-14,136,1.0,0.0
2021-04-12,RequiringICUCovidCases,Requiring Covid Cases,,1502,1.0,-3.0
2021-04-12,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,241330,NaN,385.0
2021-04-12,HospitalisedAged55to64,Hospitalised Aged,55-64,1945,2.0,-1.0
2021-04-12,Median_Age,Median Age,,31,1.0,0.0
2021-04-12,HospitalisedCovidCases,Hospitalised Covid Cases,,14037,16.0,-11.0
2021-04-12,Aged85up,Aged,85+,7544,1.0,-2.0
2021-04-12,Aged65to74,Aged,65-74,13276,10.0,-7.0
2021-04-12,Unknown,Unknown,,25,0.0,-1.0
2021-04-12,HospitalisedAged15to24,Hospitalised Aged,15-24,543,0.0,-2.0
2021-04-12,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-12,Aged75to84,Aged,75-84,9912,5.0,-1.0
2021-04-12,Aged25to34,Aged,25-34,42478,54.0,-24.0
2021-04-12,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28512,11.0,-8.0
2021-04-12,HospitalisedAged25to34,Hospitalised Aged,25-34,901,2.0,2.0
2021-04-12,Aged55to64,Aged,55-64,26659,28.0,-2.0
2021-04-12,Aged35to44,Aged,35-44,38985,57.0,-31.0
2021-04-12,ConfirmedCovidCases,Confirmed Covid Cases,,394,NaN,91.0
2021-04-12,HospitalisedAged65to74,Hospitalised Aged,65-74,2490,2.0,-4.0
2021-04-13,Aged1to4,Aged,1-4,7527,29.0,8.0
2021-04-13,Aged65to74,Aged,65-74,13287,11.0,1.0
2021-04-13,HospitalisedAged65to74,Hospitalised Aged,65-74,2491,1.0,-1.0
2021-04-13,HospitalisedAged85up,Hospitalised Aged,85+,2018,1.0,1.0
2021-04-13,Aged55to64,Aged,55-64,26694,35.0,7.0
2021-04-13,Aged85up,Aged,85+,7545,1.0,0.0
2021-04-13,Male,Male,,115126,179.0,12.0
2021-04-13,Aged45to54,Aged,45-54,35654,43.0,10.0
2021-04-13,Aged5to14,Aged,5-14,16723,53.0,7.0
2021-04-13,Female,Female,,126099,214.0,79.0
2021-04-13,Aged75to84,Aged,75-84,9920,8.0,3.0
2021-04-13,Aged15to24,Aged,15-24,42244,62.0,15.0
2021-04-13,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,241684,NaN,354.0
2021-04-13,HospitalisedAged15to24,Hospitalised Aged,15-24,544,1.0,1.0
2021-04-13,ConfirmedCovidCases,Confirmed Covid Cases,,358,NaN,-36.0
2021-04-13,HospitalisedCovidCases,Hospitalised Covid Cases,,14050,13.0,-3.0
2021-04-13,Median_Age,Median Age,,33,2.0,1.0
2021-04-13,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-13,Aged25to34,Aged,25-34,42547,69.0,15.0
2021-04-13,HospitalisedAged25to34,Hospitalised Aged,25-34,906,5.0,3.0
2021-04-13,Aged35to44,Aged,35-44,39067,82.0,25.0
2021-04-13,Unknown,Unknown,,25,0.0,0.0
2021-04-13,HospitalisedAged55to64,Hospitalised Aged,55-64,1947,2.0,0.0
2021-04-13,HospitalisedAged75to84,Hospitalised Aged,75-84,3140,1.0,0.0
2021-04-13,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28529,17.0,6.0
2021-04-13,HospitalisedAged5,Hospitalised Aged,1-4,174,1.0,1.0
2021-04-13,HospitalisedAged45to54,Hospitalised Aged,45-54,1590,0.0,-1.0
2021-04-13,HospitalisedAged5to14,Hospitalised Aged,5-14,136,0.0,-1.0
2021-04-13,HospitalisedAged35to44,Hospitalised Aged,35-44,1100,1.0,-6.0
2021-04-13,RequiringICUCovidCases,Requiring Covid Cases,,1503,1.0,0.0
2021-04-13,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,241684,NaN,354.0
2021-04-14,RequiringICUCovidCases,Requiring Covid Cases,,1509,6.0,5.0
2021-04-14,HospitalisedAged15to24,Hospitalised Aged,15-24,544,0.0,-1.0
2021-04-14,Female,Female,,126290,191.0,-23.0
2021-04-14,ConfirmedCovidCases,Confirmed Covid Cases,,431,NaN,73.0
2021-04-14,HospitalisedAged35to44,Hospitalised Aged,35-44,1104,4.0,3.0
2021-04-14,Aged85up,Aged,85+,7550,5.0,4.0
2021-04-14,Male,Male,,115290,164.0,-15.0
2021-04-14,Unknown,Unknown,,25,0.0,0.0
2021-04-14,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,242105,NaN,421.0
2021-04-14,Aged5to14,Aged,5-14,16773,50.0,-3.0
2021-04-14,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,242105,NaN,421.0
2021-04-14,Median_Age,Median Age,,31,-2.0,-4.0
2021-04-14,HospitalisedAged85up,Hospitalised Aged,85+,2022,4.0,3.0
2021-04-14,HospitalisedAged55to64,Hospitalised Aged,55-64,1952,5.0,3.0
2021-04-14,Aged55to64,Aged,55-64,26724,30.0,-5.0
2021-04-14,HospitalisedCovidCases,Hospitalised Covid Cases,,14076,26.0,13.0
2021-04-14,Aged1to4,Aged,1-4,7550,23.0,-6.0
2021-04-14,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28546,17.0,0.0
2021-04-14,HospitalisedAged75to84,Hospitalised Aged,75-84,3143,3.0,2.0
2021-04-14,Aged15to24,Aged,15-24,42303,59.0,-3.0
2021-04-14,HospitalisedAged65to74,Hospitalised Aged,65-74,2493,2.0,1.0
2021-04-14,HospitalisedAged5,Hospitalised Aged,1-4,174,0.0,-1.0
2021-04-14,HospitalisedAged5to14,Hospitalised Aged,5-14,136,0.0,0.0
2021-04-14,HospitalisedAged45to54,Hospitalised Aged,45-54,1595,5.0,5.0
2021-04-14,Aged45to54,Aged,45-54,35700,46.0,3.0
2021-04-14,Aged35to44,Aged,35-44,39130,63.0,-19.0
2021-04-14,Aged25to34,Aged,25-34,42613,66.0,-3.0
2021-04-14,Aged75to84,Aged,75-84,9924,4.0,-4.0
2021-04-14,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-14,HospitalisedAged25to34,Hospitalised Aged,25-34,909,3.0,-2.0
2021-04-14,Aged65to74,Aged,65-74,13296,9.0,-2.0
2021-04-15,Unknown,Unknown,,25,0.0,0.0
2021-04-15,HospitalisedAged55to64,Hospitalised Aged,55-64,1956,4.0,-1.0
2021-04-15,Aged1to4,Aged,1-4,7573,23.0,0.0
2021-04-15,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-15,HospitalisedAged15to24,Hospitalised Aged,15-24,545,1.0,1.0
2021-04-15,Aged35to44,Aged,35-44,39206,76.0,13.0
2021-04-15,HospitalisedCovidCases,Hospitalised Covid Cases,,14095,19.0,-7.0
2021-04-15,Median_Age,Median Age,,33,2.0,4.0
2021-04-15,HospitalisedAged75to84,Hospitalised Aged,75-84,3145,2.0,-1.0
2021-04-15,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,242402,NaN,297.0
2021-04-15,Male,Male,,115493,203.0,39.0
2021-04-15,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,242402,NaN,297.0
2021-04-15,HospitalisedAged5,Hospitalised Aged,1-4,174,0.0,0.0
2021-04-15,HospitalisedAged25to34,Hospitalised Aged,25-34,911,2.0,-1.0
2021-04-15,RequiringICUCovidCases,Requiring Covid Cases,,1510,1.0,-5.0
2021-04-15,HospitalisedAged35to44,Hospitalised Aged,35-44,1107,3.0,-1.0
2021-04-15,Aged15to24,Aged,15-24,42363,60.0,1.0
2021-04-15,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28566,20.0,3.0
2021-04-15,ConfirmedCovidCases,Confirmed Covid Cases,,309,NaN,-122.0
2021-04-15,HospitalisedAged5to14,Hospitalised Aged,5-14,139,3.0,3.0
2021-04-15,Female,Female,,126516,226.0,35.0
2021-04-15,Aged65to74,Aged,65-74,13307,11.0,2.0
2021-04-15,Aged75to84,Aged,75-84,9928,4.0,0.0
2021-04-15,HospitalisedAged85up,Hospitalised Aged,85+,2022,0.0,-4.0
2021-04-15,Aged45to54,Aged,45-54,35769,69.0,23.0
2021-04-15,Aged25to34,Aged,25-34,42687,74.0,8.0
2021-04-15,Aged55to64,Aged,55-64,26767,43.0,13.0
2021-04-15,Aged85up,Aged,85+,7550,0.0,-5.0
2021-04-15,HospitalisedAged45to54,Hospitalised Aged,45-54,1598,3.0,-2.0
2021-04-15,HospitalisedAged65to74,Hospitalised Aged,65-74,2494,1.0,-1.0
2021-04-15,Aged5to14,Aged,5-14,16842,69.0,19.0
2021-04-16,ConfirmedCovidCases,Confirmed Covid Cases,,420,NaN,111.0
2021-04-16,HospitalisedAged5to14,Hospitalised Aged,5-14,139,0.0,-3.0
2021-04-16,RequiringICUCovidCases,Requiring Covid Cases,,1512,2.0,1.0
2021-04-16,Median_Age,Median Age,,34,1.0,-1.0
2021-04-16,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,242819,NaN,417.0
2021-04-16,Aged55to64,Aged,55-64,26790,23.0,-20.0
2021-04-16,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,242819,NaN,417.0
2021-04-16,Aged65to74,Aged,65-74,13323,16.0,5.0
2021-04-16,Aged35to44,Aged,35-44,39270,64.0,-12.0
2021-04-16,Female,Female,,126655,139.0,-87.0
2021-04-16,HospitalisedAged45to54,Hospitalised Aged,45-54,1602,4.0,1.0
2021-04-16,HospitalisedAged5,Hospitalised Aged,1-4,174,0.0,0.0
2021-04-16,Aged85up,Aged,85+,7550,0.0,0.0
2021-04-16,HospitalisedAged75to84,Hospitalised Aged,75-84,3148,3.0,1.0
2021-04-16,Aged15to24,Aged,15-24,42412,49.0,-11.0
2021-04-16,HospitalisedAged55to64,Hospitalised Aged,55-64,1959,3.0,-1.0
2021-04-16,Male,Male,,115660,167.0,-36.0
2021-04-16,HospitalisedCovidCases,Hospitalised Covid Cases,,14113,18.0,-1.0
2021-04-16,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28576,10.0,-10.0
2021-04-16,HospitalisedAged25to34,Hospitalised Aged,25-34,913,2.0,0.0
2021-04-16,HospitalisedAged85up,Hospitalised Aged,85+,2022,0.0,0.0
2021-04-16,Aged75to84,Aged,75-84,9935,7.0,3.0
2021-04-16,Aged45to54,Aged,45-54,35811,42.0,-27.0
2021-04-16,Aged1to4,Aged,1-4,7596,23.0,0.0
2021-04-16,HospitalisedAged65to74,Hospitalised Aged,65-74,2498,4.0,3.0
2021-04-16,Aged5to14,Aged,5-14,16881,39.0,-30.0
2021-04-16,Aged25to34,Aged,25-34,42730,43.0,-31.0
2021-04-16,HospitalisedAged35to44,Hospitalised Aged,35-44,1109,2.0,-1.0
2021-04-16,HospitalisedAged15to24,Hospitalised Aged,15-24,545,0.0,-1.0
2021-04-16,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-16,Unknown,Unknown,,25,0.0,0.0
2021-04-17,RequiringICUCovidCases,Requiring Covid Cases,,1517,5.0,3.0
2021-04-17,ConfirmedCovidCases,Confirmed Covid Cases,,420,NaN,0.0
2021-04-17,HospitalisedAged25to34,Hospitalised Aged,25-34,916,3.0,1.0
2021-04-17,HospitalisedAged15to24,Hospitalised Aged,15-24,546,1.0,1.0
2021-04-17,Female,Female,,126855,200.0,61.0
2021-04-17,HospitalisedAged5,Hospitalised Aged,1-4,174,0.0,0.0
2021-04-17,Aged55to64,Aged,55-64,26817,27.0,4.0
2021-04-17,Aged65to74,Aged,65-74,13340,17.0,1.0
2021-04-17,HospitalisedAged85up,Hospitalised Aged,85+,2023,1.0,1.0
2021-04-17,Aged25to34,Aged,25-34,42798,68.0,25.0
2021-04-17,Aged5to14,Aged,5-14,16946,65.0,26.0
2021-04-17,HospitalisedAged55to64,Hospitalised Aged,55-64,1960,1.0,-2.0
2021-04-17,HospitalisedAged65to74,Hospitalised Aged,65-74,2501,3.0,-1.0
2021-04-17,HospitalisedAged45to54,Hospitalised Aged,45-54,1607,5.0,1.0
2021-04-17,HospitalisedCovidCases,Hospitalised Covid Cases,,14134,21.0,3.0
2021-04-17,Aged1to4,Aged,1-4,7620,24.0,1.0
2021-04-17,HospitalisedAged35to44,Hospitalised Aged,35-44,1112,3.0,1.0
2021-04-17,HospitalisedAged75to84,Hospitalised Aged,75-84,3152,4.0,1.0
2021-04-17,Aged15to24,Aged,15-24,42487,75.0,26.0
2021-04-17,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-17,Median_Age,Median Age,,32,-2.0,-3.0
2021-04-17,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,243238,NaN,419.0
2021-04-17,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28589,13.0,3.0
2021-04-17,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,243238,NaN,419.0
2021-04-17,Male,Male,,115878,218.0,51.0
2021-04-17,Aged75to84,Aged,75-84,9941,6.0,-1.0
2021-04-17,Aged85up,Aged,85+,7551,1.0,1.0
2021-04-17,HospitalisedAged5to14,Hospitalised Aged,5-14,139,0.0,0.0
2021-04-17,Unknown,Unknown,,26,1.0,1.0
2021-04-17,Aged35to44,Aged,35-44,39348,78.0,14.0
2021-04-17,Aged45to54,Aged,45-54,35869,58.0,16.0
2021-04-18,TotalConfirmedCovidCases,Total Confirmed Covid Cases,,243508,NaN,270.0
2021-04-18,HospitalisedAged45to54,Hospitalised Aged,45-54,1610,3.0,-2.0
2021-04-18,ClustersNotified,Clusters Notified,,0,0.0,0.0
2021-04-18,Aged85up,Aged,85+,7553,2.0,1.0
2021-04-18,Aged25to34,Aged,25-34,42882,84.0,16.0
2021-04-18,Aged5to14,Aged,5-14,17011,65.0,0.0
2021-04-18,HospitalisedAged35to44,Hospitalised Aged,35-44,1112,0.0,-3.0
2021-04-18,HealthcareWorkersCovidCases,Healthcare Workers Covid Cases,,28599,10.0,-3.0
2021-04-18,Female,Female,,127063,208.0,8.0
