Date,Column,Age Range,Cases,Daily Cases,Diff
2021-01-26,Aged,25-34,34004.0,240.0,-17.0
2021-01-26,Confirmed Covid Deaths,,90.0,,83.0
2021-01-26,Hospitalised Covid Cases,,10623.0,91.0,18.0
2021-01-26,Requiring Covid Cases,,1187.0,6.0,-2.0
2021-01-26,Hospitalised Aged,55-64,1509.0,15.0,7.0
2021-01-26,Hospitalised Aged,65-74,1927.0,14.0,1.0
2021-01-26,Unknown,,16.0,0.0,0.0
2021-01-26,Aged,55-64,21957.0,155.0,-14.0
2021-01-26,Total Confirmed Covid Cases,,189851.0,,928.0
2021-01-26,Aged,1-4,4548.0,50.0,23.0
2021-01-26,Aged,65-74,10752.0,71.0,-6.0
2021-01-26,Hospitalised Aged,1-4,107.0,1.0,1.0
2021-01-26,Hospitalised Aged,45-54,1206.0,7.0,1.0
2021-01-26,Male,,89250.0,615.0,-25.0
2021-01-26,Aged,15-24,33173.0,177.0,-26.0
2021-01-26,Hospitalised Aged,25-34,638.0,7.0,0.0
2021-01-27,Male,,89667.0,417.0,-198.0
2021-01-27,Aged,85+,6270.0,71.0,-16.0
2021-01-27,Aged,45-54,28928.0,142.0,-71.0
2021-01-27,Aged,55-64,22058.0,101.0,-54.0
2021-01-27,Total Confirmed Covid Cases,,191182.0,,1331.0
2021-01-27,Female,,99928.0,499.0,-250.0
2021-01-27,Hospitalised Covid Cases,,10744.0,121.0,30.0
2021-01-27,Aged,75-84,8065.0,83.0,8.0
2021-01-27,Aged,25-34,34146.0,142.0,-98.0
2021-01-27,Aged,1-4,4571.0,23.0,-27.0
2021-01-27,Hospitalised Aged,75-84,2464.0,42.0,21.0
2021-01-27,Unknown,,16.0,0.0,0.0
2021-01-27,Healthcare Workers Covid Cases,,24616.0,190.0,-60.0
2021-01-27,Hospitalised Aged,65-74,1943.0,16.0,2.0
2021-01-27,Hospitalised Aged,1-4,108.0,1.0,0.0
2021-01-27,Hospitalised Aged,45-54,1214.0,8.0,1.0
2021-01-27,Aged,15-24,33292.0,119.0,-58.0
2021-01-27,Hospitalised Aged,35-44,791.0,6.0,2.0
2021-01-27,Aged,35-44,30412.0,133.0,-98.0
2021-01-27,Aged,65-74,10810.0,58.0,-13.0
2021-01-27,Median Age,,44.0,3.0,1.0
2021-01-27,Total Covid Deaths,,3120.0,,54.0
2021-01-27,Aged,5-14,11020.0,44.0,-21.0
2021-01-27,Hospitalised Aged,15-24,380.0,5.0,-1.0
2021-01-27,Confirmed Covid Cases,,1335.0,,407.0
2021-01-27,Hospitalised Aged,85+,1591.0,30.0,15.0
2021-01-27,Confirmed Covid Deaths,,54.0,,-36.0
2021-01-27,Hospitalised Aged,25-34,641.0,3.0,-4.0
2021-01-27,Hospitalised Aged,5-14,91.0,0.0,-1.0
2021-01-27,Clusters Notified,,11627.0,27.0,-12.0
2021-01-27,Requiring Covid Cases,,1195.0,8.0,2.0
2021-01-27,Total Confirmed Covid Cases,,191182.0,,1331.0
2021-01-27,Hospitalised Aged,55-64,1519.0,10.0,-5.0
2021-01-28,Hospitalised Covid Cases,,10851.0,107.0,-14.0
2021-01-28,Aged,85+,6348.0,78.0,7.0
2021-01-28,Female,,100640.0,712.0,213.0
2021-01-28,Hospitalised Aged,65-74,1964.0,21.0,5.0
2021-01-28,Median Age,,43.0,-1.0,-4.0
2021-01-28,Confirmed Covid Cases,,1466.0,,131.0
2021-01-28,Total Covid Deaths,,3167.0,,47.0
2021-01-28,Hospitalised Aged,85+,1607.0,16.0,-14.0
2021-01-28,Total Confirmed Covid Cases,,192645.0,,1463.0
2021-01-28,Hospitalised Aged,55-64,1531.0,12.0,2.0
2021-01-28,Hospitalised Aged,25-34,650.0,9.0,6.0
2021-01-28,Confirmed Covid Deaths,,47.0,,-7.0
2021-01-28,Requiring Covid Cases,,1206.0,11.0,3.0
2021-01-28,Healthcare Workers Covid Cases,,24843.0,227.0,37.0
2021-01-28,Hospitalised Aged,5-14,93.0,2.0,2.0
2021-01-28,Unknown,,16.0,0.0,0.0
2021-01-28,Hospitalised Aged,1-4,109.0,1.0,0.0
2021-01-28,Aged,25-34,34351.0,205.0,63.0
2021-01-28,Aged,15-24,33476.0,184.0,65.0
2021-01-28,Total Confirmed Covid Cases,,192645.0,,1463.0
2021-01-28,Aged,35-44,30634.0,222.0,89.0
2021-01-28,Hospitalised Aged,15-24,384.0,4.0,-1.0
2021-01-28,Clusters Notified,,11645.0,18.0,-9.0
2021-01-28,Aged,1-4,4618.0,47.0,24.0
2021-01-28,Aged,65-74,10905.0,95.0,37.0
2021-01-28,Hospitalised Aged,75-84,2491.0,27.0,-15.0
2021-01-28,Hospitalised Aged,45-54,1222.0,8.0,0.0
2021-01-28,Aged,45-54,29136.0,208.0,66.0
2021-01-28,Male,,90283.0,616.0,199.0
2021-01-28,Hospitalised Aged,35-44,798.0,7.0,1.0
2021-01-28,Aged,55-64,22200.0,142.0,41.0
2021-01-28,Aged,75-84,8147.0,82.0,-1.0
2021-01-28,Aged,5-14,11085.0,65.0,21.0
2021-01-29,Hospitalised Aged,25-34,662.0,12.0,3.0
2021-01-29,Hospitalised Aged,45-54,1234.0,12.0,4.0
2021-01-29,Aged,1-4,4655.0,37.0,-10.0
2021-01-29,Healthcare Workers Covid Cases,,25034.0,191.0,-36.0
2021-01-29,Hospitalised Aged,55-64,1541.0,10.0,-2.0
2021-01-29,Confirmed Covid Deaths,,48.0,,1.0
2021-01-29,Hospitalised Aged,85+,1627.0,20.0,4.0
2021-01-29,Hospitalised Aged,1-4,111.0,2.0,1.0
2021-01-29,Aged,15-24,33694.0,218.0,34.0
2021-01-29,Total Covid Deaths,,3214.0,,47.0
2021-01-29,Clusters Notified,,11667.0,22.0,4.0
2021-01-29,Hospitalised Aged,75-84,2514.0,23.0,-4.0
2021-01-29,Aged,45-54,29359.0,223.0,15.0
2021-01-29,Aged,85+,6439.0,91.0,13.0
2021-01-29,Aged,55-64,22351.0,151.0,9.0
2021-01-29,Hospitalised Aged,5-14,94.0,1.0,-1.0
2021-01-29,Total Confirmed Covid Cases,,193892.0,,1247.0
2021-01-29,Female,,101406.0,766.0,54.0
2021-01-29,Hospitalised Aged,35-44,806.0,8.0,1.0
2021-01-29,Unknown,,16.0,0.0,0.0
2021-01-29,Hospitalised Covid Cases,,10966.0,115.0,8.0
2021-01-29,Hospitalised Aged,15-24,387.0,3.0,-1.0
2021-01-29,Aged,25-34,34564.0,213.0,8.0
2021-01-29,Median Age,,41.0,-2.0,-1.0
2021-01-29,Confirmed Covid Cases,,1254.0,,-212.0
2021-01-29,Total Confirmed Covid Cases,,193892.0,,1247.0
2021-01-29,Aged,65-74,10997.0,92.0,-3.0
2021-01-29,Male,,90976.0,693.0,77.0
2021-01-29,Hospitalised Aged,65-74,1988.0,24.0,3.0
2021-01-29,Aged,5-14,11174.0,89.0,24.0
2021-01-29,Aged,75-84,8242.0,95.0,13.0
2021-01-29,Requiring Covid Cases,,1214.0,8.0,-3.0
2021-01-29,Aged,35-44,30884.0,250.0,28.0
2021-01-30,Requiring Covid Cases,,1218.0,4.0,-4.0
2021-01-30,Aged,45-54,29556.0,197.0,-26.0
2021-01-30,Healthcare Workers Covid Cases,,25223.0,189.0,-2.0
2021-01-30,Hospitalised Aged,75-84,2540.0,26.0,3.0
2021-01-30,Hospitalised Covid Cases,,11067.0,101.0,-14.0
2021-01-30,Aged,35-44,31067.0,183.0,-67.0
2021-01-30,Hospitalised Aged,15-24,389.0,2.0,-1.0
2021-01-30,Female,,102058.0,652.0,-114.0
2021-01-30,Male,,91567.0,591.0,-102.0
2021-01-30,Total Covid Deaths,,3292.0,,78.0
2021-01-30,Clusters Notified,,11723.0,56.0,34.0
2021-01-30,Aged,55-64,22506.0,155.0,4.0
2021-01-30,Aged,15-24,33873.0,179.0,-39.0
2021-01-30,Hospitalised Aged,55-64,1552.0,11.0,1.0
2021-01-30,Aged,65-74,11077.0,80.0,-12.0
2021-01-30,Aged,25-34,34776.0,212.0,-1.0
2021-01-30,Hospitalised Aged,35-44,809.0,3.0,-5.0
2021-01-30,Hospitalised Aged,25-34,665.0,3.0,-9.0
2021-01-30,Confirmed Covid Deaths,,79.0,,31.0
2021-01-30,Total Confirmed Covid Cases,,195303.0,,1411.0
2021-01-30,Hospitalised Aged,65-74,2010.0,22.0,-2.0
2021-01-30,Hospitalised Aged,45-54,1247.0,13.0,1.0
2021-01-30,Hospitalised Aged,5-14,95.0,1.0,0.0
2021-01-30,Confirmed Covid Cases,,1414.0,,160.0
2021-01-30,Total Confirmed Covid Cases,,195303.0,,1411.0
2021-01-30,Median Age,,42.0,1.0,3.0
2021-01-30,Aged,5-14,11237.0,63.0,-26.0
2021-01-30,Aged,1-4,4687.0,32.0,-5.0
2021-01-30,Hospitalised Aged,1-4,111.0,0.0,-2.0
2021-01-30,Aged,75-84,8319.0,77.0,-18.0
2021-01-30,Hospitalised Aged,85+,1647.0,20.0,0.0
2021-01-30,Unknown,,16.0,0.0,0.0
2021-01-30,Aged,85+,6504.0,65.0,-26.0
2021-01-31,Aged,75-84,8382.0,63.0,-14.0
2021-01-31,Aged,35-44,31306.0,239.0,56.0
2021-01-31,Hospitalised Aged,35-44,818.0,9.0,6.0
2021-01-31,Hospitalised Aged,5-14,97.0,2.0,1.0
2021-01-31,Aged,45-54,29772.0,216.0,19.0
2021-01-31,Total Covid Deaths,,3307.0,,15.0
2021-01-31,Aged,15-24,34060.0,187.0,8.0
2021-01-31,Total Confirmed Covid Cases,,196547.0,,1244.0
2021-01-31,Requiring Covid Cases,,1228.0,10.0,6.0
2021-01-31,Hospitalised Aged,55-64,1567.0,15.0,4.0
2021-01-31,Clusters Notified,,11727.0,4.0,-52.0
2021-01-31,Aged,65-74,11160.0,83.0,3.0
2021-01-31,Confirmed Covid Deaths,,15.0,,-64.0
2021-01-31,Aged,25-34,35023.0,247.0,35.0
2021-01-31,Hospitalised Aged,15-24,393.0,4.0,2.0
2021-01-31,Hospitalised Aged,45-54,1254.0,7.0,-6.0
2021-01-31,Unknown,,16.0,0.0,0.0
2021-01-31,Hospitalised Covid Cases,,11157.0,90.0,-11.0
2021-01-31,Hospitalised Aged,25-34,673.0,8.0,5.0
2021-01-31,Hospitalised Aged,1-4,115.0,4.0,4.0
2021-01-31,Aged,5-14,11326.0,89.0,26.0
2021-01-31,Aged,1-4,4736.0,49.0,17.0
2021-01-31,Healthcare Workers Covid Cases,,25424.0,201.0,12.0
2021-01-31,Median Age,,38.0,-4.0,-5.0
2021-01-31,Hospitalised Aged,85+,1655.0,8.0,-12.0
2021-01-31,Male,,92210.0,643.0,52.0
2021-01-31,Aged,55-64,22648.0,142.0,-13.0
2021-01-31,Hospitalised Aged,75-84,2559.0,19.0,-7.0
2021-01-31,Total Confirmed Covid Cases,,196547.0,,1244.0
2021-01-31,Confirmed Covid Cases,,1247.0,,-167.0
2021-01-31,Aged,85+,6551.0,47.0,-18.0
2021-01-31,Female,,102777.0,719.0,67.0
2021-01-31,Hospitalised Aged,65-74,2024.0,14.0,-8.0
2021-02-01,Median Age,,39.0,1.0,5.0
2021-02-01,Hospitalised Aged,55-64,1578.0,11.0,-4.0
2021-02-01,Hospitalised Aged,45-54,1262.0,8.0,1.0
2021-02-01,Healthcare Workers Covid Cases,,25619.0,195.0,-6.0
2021-02-01,Aged,65-74,11229.0,69.0,-14.0
2021-02-01,Hospitalised Aged,15-24,394.0,1.0,-3.0
2021-02-01,Aged,85+,6616.0,65.0,18.0
2021-02-01,Hospitalised Aged,65-74,2038.0,14.0,0.0
2021-02-01,Total Covid Deaths,,3317.0,,10.0
2021-02-01,Unknown,,16.0,0.0,0.0
2021-02-01,Hospitalised Aged,25-34,680.0,7.0,-1.0
2021-02-01,Hospitalised Covid Cases,,11244.0,87.0,-3.0
2021-02-01,Aged,15-24,34265.0,205.0,18.0
2021-02-01,Aged,55-64,22778.0,130.0,-12.0
2021-02-01,Aged,5-14,11391.0,65.0,-24.0
2021-02-01,Hospitalised Aged,85+,1672.0,17.0,9.0
2021-02-01,Clusters Notified,,11739.0,12.0,8.0
2021-02-01,Confirmed Covid Deaths,,10.0,,-5.0
2021-02-01,Hospitalised Aged,1-4,115.0,0.0,-4.0
2021-02-01,Hospitalised Aged,35-44,827.0,9.0,0.0
2021-02-01,Aged,45-54,29943.0,171.0,-45.0
2021-02-01,Total Confirmed Covid Cases,,197553.0,,1006.0
2021-02-01,Aged,35-44,31540.0,234.0,-5.0
2021-02-01,Hospitalised Aged,75-84,2579.0,20.0,1.0
2021-02-01,Aged,75-84,8447.0,65.0,2.0
2021-02-01,Female,,103440.0,663.0,-56.0
2021-02-01,Male,,92790.0,580.0,-63.0
2021-02-01,Hospitalised Aged,5-14,97.0,0.0,-2.0
2021-02-01,Aged,1-4,4777.0,41.0,-8.0
2021-02-01,Aged,25-34,35221.0,198.0,-49.0
2021-02-01,Requiring Covid Cases,,1234.0,6.0,-4.0
2021-02-01,Total Confirmed Covid Cases,,197553.0,,1006.0
2021-02-01,Confirmed Covid Cases,,1062.0,,-185.0
2021-02-02,Hospitalised Aged,1-4,115.0,0.0,0.0
2021-02-02,Total Confirmed Covid Cases,,198424.0,,871.0
2021-02-02,Total Covid Deaths,,3418.0,,101.0
2021-02-02,Hospitalised Aged,35-44,830.0,3.0,-6.0
2021-02-02,Total Confirmed Covid Cases,,198424.0,,871.0
2021-02-02,Median Age,,41.0,2.0,1.0
2021-02-02,Confirmed Covid Cases,,879.0,,-183.0
2021-02-02,Hospitalised Aged,45-54,1270.0,8.0,0.0
2021-02-02,Aged,75-84,8498.0,51.0,-14.0
2021-02-02,Aged,1-4,4801.0,24.0,-17.0
2021-02-02,Aged,5-14,11443.0,52.0,-13.0
2021-02-02,Aged,65-74,11296.0,67.0,-2.0
2021-02-02,Confirmed Covid Deaths,,101.0,,91.0
2021-02-02,Hospitalised Aged,5-14,97.0,0.0,0.0
2021-02-02,Unknown,,16.0,0.0,0.0
2021-02-02,Female,,103987.0,547.0,-116.0
2021-02-02,Aged,25-34,35404.0,183.0,-15.0
2021-02-02,Clusters Notified,,11802.0,63.0,51.0
2021-02-02,Aged,35-44,31731.0,191.0,-43.0
2021-02-02,Aged,45-54,30103.0,160.0,-11.0
2021-02-02,Healthcare Workers Covid Cases,,25783.0,164.0,-31.0
2021-02-02,Hospitalised Aged,15-24,394.0,0.0,-1.0
2021-02-02,Hospitalised Aged,85+,1684.0,12.0,-5.0
2021-02-02,Hospitalised Aged,75-84,2587.0,8.0,-12.0
2021-02-02,Hospitalised Covid Cases,,11301.0,57.0,-30.0
2021-02-02,Aged,85+,6676.0,60.0,-5.0
2021-02-02,Male,,93301.0,511.0,-69.0
2021-02-02,Aged,55-64,22894.0,116.0,-14.0
2021-02-02,Aged,15-24,34419.0,154.0,-51.0
2021-02-02,Hospitalised Aged,65-74,2050.0,12.0,-2.0
2021-02-02,Hospitalised Aged,55-64,1588.0,10.0,-1.0
2021-02-02,Hospitalised Aged,25-34,684.0,4.0,-3.0
2021-02-02,Requiring Covid Cases,,1240.0,6.0,0.0
2021-02-03,Clusters Notified,,11822.0,20.0,-43.0
2021-02-03,Hospitalised Aged,25-34,692.0,8.0,4.0
2021-02-03,Hospitalised Aged,65-74,2064.0,14.0,2.0
2021-02-03,Hospitalised Aged,75-84,2609.0,22.0,14.0
2021-02-03,Confirmed Covid Cases,,1013.0,,134.0
2021-02-03,Aged,5-14,11495.0,52.0,0.0
2021-02-03,Confirmed Covid Deaths,,94.0,,-7.0
2021-02-03,Total Confirmed Covid Cases,,199430.0,,1006.0
2021-02-03,Aged,1-4,4824.0,23.0,-1.0
2021-02-03,Female,,104444.0,457.0,-90.0
2021-02-03,Aged,75-84,8549.0,51.0,0.0
2021-02-03,Requiring Covid Cases,,1245.0,5.0,-1.0
2021-02-03,Aged,35-44,31888.0,157.0,-34.0
2021-02-03,Hospitalised Aged,55-64,1600.0,12.0,2.0
2021-02-03,Hospitalised Aged,5-14,97.0,0.0,0.0
2021-02-03,Male,,93715.0,414.0,-97.0
2021-02-03,Aged,15-24,34551.0,132.0,-22.0
2021-02-03,Total Covid Deaths,,3512.0,,94.0
2021-02-03,Hospitalised Covid Cases,,11391.0,90.0,33.0
2021-02-03,Hospitalised Aged,85+,1699.0,15.0,3.0
2021-02-03,Unknown,,16.0,0.0,0.0
2021-02-03,Aged,25-34,35528.0,124.0,-59.0
2021-02-03,Healthcare Workers Covid Cases,,25935.0,152.0,-12.0
2021-02-03,Aged,55-64,22986.0,92.0,-24.0
2021-02-03,Hospitalised Aged,35-44,838.0,8.0,5.0
2021-02-03,Hospitalised Aged,1-4,115.0,0.0,0.0
2021-02-03,Hospitalised Aged,15-24,399.0,5.0,5.0
2021-02-03,Aged,85+,6742.0,66.0,6.0
2021-02-03,Aged,65-74,11339.0,43.0,-24.0
2021-02-03,Total Confirmed Covid Cases,,199430.0,,1006.0
2021-02-03,Hospitalised Aged,45-54,1276.0,6.0,-2.0
2021-02-03,Aged,45-54,30234.0,131.0,-29.0
2021-02-03,Median Age,,41.0,0.0,-2.0
2021-02-04,Aged,55-64,23093.0,107.0,15.0
2021-02-04,Hospitalised Aged,75-84,2629.0,20.0,-2.0
2021-02-04,Hospitalised Aged,25-34,702.0,10.0,2.0
2021-02-04,Female,,104985.0,541.0,84.0
2021-02-04,Aged,1-4,4859.0,35.0,12.0
2021-02-04,Confirmed Covid Deaths,,75.0,,-19.0
2021-02-04,Aged,5-14,11564.0,69.0,17.0
2021-02-04,Requiring Covid Cases,,1254.0,9.0,4.0
2021-02-04,Hospitalised Aged,65-74,2075.0,11.0,-3.0
2021-02-04,Healthcare Workers Covid Cases,,26078.0,143.0,-9.0
2021-02-04,Hospitalised Aged,55-64,1610.0,10.0,-2.0
2021-02-04,Hospitalised Aged,45-54,1290.0,14.0,8.0
2021-02-04,Hospitalised Aged,1-4,115.0,0.0,0.0
2021-02-04,Aged,25-34,35683.0,155.0,31.0
2021-02-04,Total Covid Deaths,,3586.0,,74.0
2021-02-04,Male,,94180.0,465.0,51.0
2021-02-04,Aged,75-84,8604.0,55.0,4.0
2021-02-04,Aged,35-44,32052.0,164.0,7.0
2021-02-04,Aged,85+,6803.0,61.0,-5.0
2021-02-04,Hospitalised Aged,35-44,844.0,6.0,-2.0
2021-02-04,Total Confirmed Covid Cases,,200744.0,,1314.0
2021-02-04,Clusters Notified,,11847.0,25.0,5.0
2021-02-04,Aged,65-74,11400.0,61.0,18.0
2021-02-04,Hospitalised Aged,5-14,97.0,0.0,0.0
2021-02-04,Unknown,,17.0,1.0,1.0
2021-02-04,Confirmed Covid Cases,,1318.0,,305.0
2021-02-04,Median Age,,41.0,0.0,0.0
2021-02-04,Aged,45-54,30394.0,160.0,29.0
2021-02-04,Hospitalised Aged,85+,1716.0,17.0,2.0
2021-02-04,Total Confirmed Covid Cases,,200744.0,,1314.0
2021-02-04,Aged,15-24,34691.0,140.0,8.0
2021-02-04,Hospitalised Covid Cases,,11484.0,93.0,3.0
2021-02-04,Hospitalised Aged,15-24,404.0,5.0,0.0
2021-02-05,Hospitalised Aged,55-64,1626.0,16.0,6.0
2021-02-05,Hospitalised Aged,15-24,406.0,2.0,-3.0
2021-02-05,Hospitalised Aged,35-44,849.0,5.0,-1.0
2021-02-05,Hospitalised Covid Cases,,11594.0,110.0,17.0
2021-02-05,Total Covid Deaths,,3621.0,,35.0
2021-02-05,Unknown,,17.0,0.0,-1.0
2021-02-05,Aged,25-34,35890.0,207.0,52.0
2021-02-05,Aged,15-24,34912.0,221.0,81.0
2021-02-05,Hospitalised Aged,25-34,713.0,11.0,1.0
2021-02-05,Aged,45-54,30587.0,193.0,33.0
2021-02-05,Total Confirmed Covid Cases,,201763.0,,1019.0
2021-02-05,Aged,35-44,32262.0,210.0,46.0
2021-02-05,Male,,94807.0,627.0,162.0
2021-02-05,Hospitalised Aged,75-84,2652.0,23.0,3.0
2021-02-05,Aged,55-64,23250.0,157.0,50.0
2021-02-05,Healthcare Workers Covid Cases,,26217.0,139.0,-4.0
2021-02-05,Hospitalised Aged,65-74,2096.0,21.0,10.0
2021-02-05,Aged,85+,6858.0,55.0,-6.0
2021-02-05,Hospitalised Aged,85+,1733.0,17.0,0.0
2021-02-05,Median Age,,40.0,-1.0,-1.0
2021-02-05,Confirmed Covid Cases,,1047.0,,-271.0
2021-02-05,Aged,5-14,11653.0,89.0,20.0
2021-02-05,Female,,105670.0,685.0,144.0
2021-02-05,Clusters Notified,,11872.0,25.0,0.0
2021-02-05,Hospitalised Aged,1-4,116.0,1.0,1.0
2021-02-05,Requiring Covid Cases,,1259.0,5.0,-4.0
2021-02-05,Total Confirmed Covid Cases,,201763.0,,1019.0
2021-02-05,Aged,1-4,4893.0,34.0,-1.0
2021-02-05,Confirmed Covid Deaths,,35.0,,-40.0
2021-02-05,Aged,75-84,8664.0,60.0,5.0
2021-02-05,Hospitalised Aged,5-14,98.0,1.0,1.0
2021-02-05,Hospitalised Aged,45-54,1302.0,12.0,-2.0
2021-02-05,Aged,65-74,11485.0,85.0,24.0
2021-02-06,Hospitalised Aged,15-24,412.0,6.0,4.0
2021-02-06,Aged,45-54,30749.0,162.0,-31.0
2021-02-06,Healthcare Workers Covid Cases,,26343.0,126.0,-13.0
2021-02-06,Total Covid Deaths,,3674.0,,53.0
2021-02-06,Hospitalised Aged,55-64,1643.0,17.0,1.0
2021-02-06,Total Confirmed Covid Cases,,202548.0,,785.0
2021-02-06,Aged,55-64,23371.0,121.0,-36.0
2021-02-06,Hospitalised Aged,65-74,2109.0,13.0,-8.0
2021-02-06,Hospitalised Covid Cases,,11699.0,105.0,-5.0
2021-02-06,Aged,35-44,32411.0,149.0,-61.0
2021-02-06,Hospitalised Aged,75-84,2672.0,20.0,-3.0
2021-02-06,Hospitalised Aged,35-44,860.0,11.0,6.0
2021-02-06,Aged,1-4,4927.0,34.0,0.0
2021-02-06,Male,,95311.0,504.0,-123.0
2021-02-06,Hospitalised Aged,25-34,717.0,4.0,-7.0
2021-02-06,Total Confirmed Covid Cases,,202548.0,,785.0
2021-02-06,Unknown,,17.0,0.0,0.0
2021-02-06,Hospitalised Aged,45-54,1313.0,11.0,-1.0
2021-02-06,Aged,65-74,11534.0,49.0,-36.0
2021-02-06,Hospitalised Aged,1-4,117.0,1.0,0.0
2021-02-06,Requiring Covid Cases,,1265.0,6.0,1.0
2021-02-06,Aged,5-14,11737.0,84.0,-5.0
2021-02-06,Female,,106206.0,536.0,-149.0
2021-02-06,Confirmed Covid Cases,,827.0,,-220.0
2021-02-06,Aged,75-84,8723.0,59.0,-1.0
2021-02-06,Median Age,,38.0,-2.0,-1.0
2021-02-06,Confirmed Covid Deaths,,55.0,,20.0
2021-02-06,Hospitalised Aged,85+,1755.0,22.0,5.0
2021-02-06,Hospitalised Aged,5-14,98.0,0.0,-1.0
2021-02-06,Aged,85+,6904.0,46.0,-9.0
2021-02-06,Aged,25-34,36063.0,173.0,-34.0
2021-02-06,Aged,15-24,35075.0,163.0,-58.0
2021-02-06,Clusters Notified,,11900.0,28.0,3.0
2021-02-07,Aged,45-54,30878.0,129.0,-33.0
2021-02-07,Aged,1-4,4963.0,36.0,2.0
2021-02-07,Clusters Notified,,11922.0,22.0,-6.0
2021-02-07,Aged,35-44,32590.0,179.0,30.0
2021-02-07,Requiring Covid Cases,,1272.0,7.0,1.0
2021-02-07,Healthcare Workers Covid Cases,,26420.0,77.0,-49.0
2021-02-07,Male,,95722.0,411.0,-93.0
2021-02-07,Hospitalised Aged,35-44,863.0,3.0,-8.0
2021-02-07,Hospitalised Aged,75-84,2687.0,15.0,-5.0
2021-02-07,Total Confirmed Covid Cases,,203568.0,,1020.0
2021-02-07,Aged,55-64,23438.0,67.0,-54.0
2021-02-07,Hospitalised Aged,65-74,2124.0,15.0,2.0
2021-02-07,Median Age,,38.0,0.0,2.0
2021-02-07,Aged,85+,6933.0,29.0,-17.0
2021-02-07,Hospitalised Aged,5-14,99.0,1.0,1.0
2021-02-07,Hospitalised Aged,85+,1766.0,11.0,-11.0
2021-02-07,Aged,75-84,8762.0,39.0,-20.0
2021-02-07,Aged,5-14,11811.0,74.0,-10.0
2021-02-07,Female,,106622.0,416.0,-120.0
2021-02-07,Confirmed Covid Cases,,1024.0,,197.0
2021-02-07,Total Confirmed Covid Cases,,203568.0,,1020.0
2021-02-07,Confirmed Covid Deaths,,12.0,,-43.0
2021-02-07,Hospitalised Aged,45-54,1320.0,7.0,-4.0
2021-02-07,Hospitalised Aged,25-34,718.0,1.0,-3.0
2021-02-07,Aged,65-74,11574.0,40.0,-9.0
2021-02-07,Aged,25-34,36183.0,120.0,-53.0
2021-02-07,Hospitalised Covid Cases,,11763.0,64.0,-41.0
2021-02-07,Total Covid Deaths,,3686.0,,12.0
2021-02-07,Hospitalised Aged,1-4,118.0,1.0,0.0
2021-02-07,Aged,15-24,35189.0,114.0,-49.0
2021-02-07,Hospitalised Aged,15-24,415.0,3.0,-3.0
2021-02-07,Unknown,,17.0,0.0,0.0
2021-02-07,Hospitalised Aged,55-64,1650.0,7.0,-10.0
2021-02-08,Aged,55-64,23537.0,99.0,32.0
2021-02-08,Hospitalised Aged,75-84,2702.0,15.0,0.0
2021-02-08,Hospitalised Covid Cases,,11825.0,62.0,-2.0
2021-02-08,Hospitalised Aged,35-44,872.0,9.0,6.0
2021-02-08,Total Confirmed Covid Cases,,204397.0,,829.0
2021-02-08,Healthcare Workers Covid Cases,,26506.0,86.0,9.0
2021-02-08,Aged,65-74,11627.0,53.0,13.0
2021-02-08,Total Confirmed Covid Cases,,204397.0,,829.0
2021-02-08,Hospitalised Aged,65-74,2132.0,8.0,-7.0
2021-02-08,Hospitalised Aged,15-24,417.0,2.0,-1.0
2021-02-08,Hospitalised Aged,5-14,99.0,0.0,-1.0
2021-02-08,Hospitalised Aged,25-34,721.0,3.0,2.0
2021-02-08,Aged,85+,6958.0,25.0,-4.0
2021-02-08,Aged,25-34,36351.0,168.0,48.0
2021-02-08,Hospitalised Aged,85+,1774.0,8.0,-3.0
2021-02-08,Aged,75-84,8798.0,36.0,-3.0
2021-02-08,Hospitalised Aged,1-4,120.0,2.0,1.0
2021-02-08,Aged,5-14,11911.0,100.0,26.0
2021-02-08,Female,,107156.0,534.0,118.0
2021-02-08,Unknown,,17.0,0.0,0.0
2021-02-08,Confirmed Covid Cases,,829.0,,-195.0
2021-02-08,Hospitalised Aged,45-54,1327.0,7.0,0.0
2021-02-08,Total Covid Deaths,,3687.0,,1.0
2021-02-08,Median Age,,35.0,-3.0,-3.0
2021-02-08,Aged,35-44,32748.0,158.0,-21.0
2021-02-08,Aged,45-54,31024.0,146.0,17.0
2021-02-08,Clusters Notified,,11922.0,0.0,-22.0
2021-02-08,Aged,1-4,4992.0,29.0,-7.0
2021-02-08,Hospitalised Aged,55-64,1658.0,8.0,1.0
2021-02-08,Requiring Covid Cases,,1280.0,8.0,1.0
2021-02-08,Aged,15-24,35398.0,209.0,95.0
2021-02-08,Confirmed Covid Deaths,,6.0,,-6.0
2021-02-08,Male,,96211.0,489.0,78.0
2021-02-09,Total Covid Deaths,,3752.0,,65.0
2021-02-09,Aged,65-74,11666.0,39.0,-14.0
2021-02-09,Requiring Covid Cases,,1286.0,6.0,-2.0
2021-02-09,Hospitalised Covid Cases,,11886.0,61.0,-1.0
2021-02-09,Hospitalised Aged,1-4,121.0,1.0,-1.0
2021-02-09,Median Age,,35.0,0.0,3.0
2021-02-09,Clusters Notified,,11930.0,8.0,8.0
2021-02-09,Healthcare Workers Covid Cases,,26592.0,86.0,0.0
2021-02-09,Aged,85+,6991.0,33.0,8.0
2021-02-09,Hospitalised Aged,85+,1787.0,13.0,5.0
2021-02-09,Aged,45-54,31144.0,120.0,-26.0
